"","user_id","PC1_avg","PC2_avg","PC3_avg","PC4_acg","PC5_avg","num_card_type","num_curr","num_cheat","num_default"
"1","0000e1553a7fa79ba787b84ad21a3005",-0.199688979383289,-0.491593281391665,-0.123920084971919,0.0538112809496715,0.030839999936134,1,1,1,0
"2","0005aff61586635908ecb002396c5411",-0.0624809496279274,-0.0589584376972043,-0.22374145059896,-0.0245154097464582,0.0460522919459116,1,2,0,0
"3","0005cd924ff4fc94e9768b52f0e92230",-0.0708522276417402,0.131874595757115,1.65865092746693,0.241797500836903,-0.463168838512241,1,1,0,0
"4","0005e7930a99cea7c0acdfced0f5a321",-0.21583226243982,-0.458897846956543,0.253117451268773,0.140590591155566,-0.0833084805930039,1,1,0,0
"5","0007ed3de90eb6d5ec67d8a9448df09f",-0.00348383067989444,-0.206223717590917,-0.118434949620949,-0.0510225667444545,0.0274629034680974,1,1,0,0
"6","0009a9a458c8d143369a82b913be3cd8",-0.12394142319521,-0.225628233325927,-0.140031690149059,0.00423195870783623,0.0183222635656937,1,1,0,0
"7","000b459c4d58bf138a7ab890a9057735",-0.214623524930535,-0.523768453593216,-0.0607331427582113,0.0825833593477941,0.00396310534770172,1,1,0,0
"8","000bf350cd13933dca68d7cb4c2fcd8a",-0.0343167197308005,-0.0970045955959223,-0.301434435975667,-0.164537399147267,0.0734272437969112,1,1,0,0
"9","000e93ca5212f978fee769ab61e69e9a",-0.179232679295618,-0.366893317512171,-0.16511427594511,0.0461150150206061,0.0357058123473487,1,1,0,0
"10","0010a0bc9804552cc125f2bebf6c1188",-0.187276088692161,-0.29411694114881,0.811715139980045,0.167514084616088,-0.236328189652842,1,1,0,0
"11","001310d16c104baf8aa9bbdc6ab11ac1",-0.127266170593469,-0.20941081403261,-0.187719214105372,0.376664751207043,-0.0114407968480505,1,1,0,0
"12","00246c94fcabb43478dfb62a50943281",0.017438528266335,0.207057389434643,1.06765962413749,0.161558695244619,-0.298557817572548,1,2,0,1
"13","00266abfb09bf541a8675d0e53d661f7",-0.126661869428095,-0.370376903105249,0.124243295729238,0.0755829754721766,-0.0552529718852275,1,1,0,0
"14","0026fc60ce5a4b4d54d5e26ba62d8ad2",0.0368337338804079,0.281096983624215,-0.264920650418039,-0.22749355271101,0.0723507996098277,1,1,0,0
"15","0027b2004ee5095cc52b68bd96c8255d",-0.225149054109061,-0.499814654576232,-0.089564427211697,0.0204979892270511,0.00539932536678204,1,1,0,0
"16","0027b88221bc2ee189b34c83a0e05f66",-0.150797090707001,-0.477107462689662,-0.0639117486236849,0.057585680151159,0.00666425859974184,1,1,0,0
"17","0029f9a27855a970234edef2e63fdce2",-0.123460529187761,-0.432992609007557,-0.100603866118279,0.0402643887987372,0.0181396023377102,1,1,0,0
"18","002b5bb03a7c8affe95d6471f102b845",-0.18155950500724,-0.474311915759243,-0.111045073087468,0.00861918226299233,0.0154686416584524,1,1,0,0
"19","002fb34a98cb5b65df87ffc23d879791",0.0408883635567625,0.23066063350853,1.96560635235638,0.843529259564486,9.971738078553,1,1,0,0
"20","0030b4b81ae52c7fc3c0b67ab8f007cd",-0.306598444505849,-0.761382410745229,0.0286617398100737,0.166083074546306,-0.022453213895458,1,1,1,0
"21","003321324da0965216c13de93f8e7b98",-0.084686846691777,-0.0696629344485958,-0.196306853913172,-0.0787579574065507,0.052597899519051,1,1,0,0
